File Processed: p.txt

Total Words Processed: 77258
Total Different Words: 5406

WORD                  FREQUENCY     FREQ %
installed                1           0.001
installing               3           0.004
institute               26           0.034
instituteâ               1           0.001
institution              1           0.001
institutional           76           0.098
institutions             5           0.006
instructing              2           0.003
instruction             38           0.049
instructional           10           0.013
instructor               6           0.008
instructors              1           0.001
instructorâ              1           0.001
instructs                2           0.003
instrument               4           0.005
instrumental             2           0.003
instrumentation         21           0.027
instruments             14           0.018
insurable                1           0.001
insurance               47           0.061
insurers                 1           0.001
int                     17           0.022
intaglio                 1           0.001
intake                   1           0.001
intangible               1           0.001
integers                 2           0.003
integral                 6           0.008
integrate                7           0.009
integrated              17           0.022
integrates               4           0.005
integrating             12           0.016
integration             17           0.022
integrity                7           0.009
integumentary            1           0.001
intellectual             4           0.005
intelligence             7           0.009
intelligences            1           0.001
intelligent              3           0.004
intended                 3           0.004
intensely                1           0.001
intensification          5           0.006
intensifying             1           0.001
intensive                5           0.006
intensively              2           0.003
inter                    1           0.001
interact                 1           0.001
interaction             18           0.023
interactions            10           0.013
interactive             30           0.039
intercepts               1           0.001
interchange              1           0.001
interdependence          2           0.003
interdisciplinary       12           0.016
interest                29           0.038
interested              37           0.048
interests                9           0.012
interface                9           0.012
interfaces               3           0.004
interfacing              1           0.001
interference             1           0.001
interferometers          1           0.001
interior                 1           0.001
interiorscaping          1           0.001
intermediate            63           0.082
intermittent             1           0.001
internal                 2           0.003
international           17           0.022
internet                26           0.034
internetworks            1           0.001
internship             279           0.361
internships              1           0.001
interpersonal            8           0.010
interpret                2           0.003
interpretation           8           0.010
interpreter              1           0.001
interpreters             2           0.003
interpreting            14           0.018
interrogation            3           0.004
intersection             1           0.001
interval                 1           0.001
intervention             7           0.009
interventional           3           0.004
interventions            7           0.009
interview               11           0.014
interviewing             3           0.004
interviews               4           0.005
into                    36           0.047
intra                    3           0.004
intrabusiness            1           0.001
intramural               2           0.003
intraoral                1           0.001
intravenous              2           0.003
intricate                1           0.001
introduce               21           0.027
introduced              25           0.032
introduces              37           0.048
introducing              1           0.001
introduction           189           0.245
introductory            31           0.040
intrusion                1           0.001
intrusions               1           0.001
invasive                12           0.016
inventory                2           0.003
inverse                  2           0.003
invertebrates            1           0.001
inverters                1           0.001
investigate              1           0.001
investigates             2           0.003
investigating            1           0.001
investigation            4           0.005
investigations          13           0.017
investment               2           0.003
investments              5           0.006
involve                  3           0.004
involved                17           0.022
involvement              1           0.001
involves                 6           0.008
involving                7           0.009
ionic                    1           0.001
ionizing                 2           0.003
ios                      4           0.005
ip                       4           0.005
ipad                     1           0.001
iphone                   1           0.001
ipm                      2           0.003
ipod                     1           0.001
iptables                 1           0.001
irons                    1           0.001
irrigating               1           0.001
irrigation               1           0.001
is                     615           0.796
isa                      1           0.001
isdn                     1           0.001
isolated                 1           0.001
isometric                2           0.003
isotonic                 2           0.003
iss                      1           0.001
issues                  62           0.080
it                     129           0.167
italy                    1           0.001
items                    6           0.008
its                     29           0.038
itself                   1           0.001
iv                      20           0.026
ivs                      1           0.001
james                    1           0.001
japan                    1           0.001
japanese                 1           0.001
java                     8           0.010
javascript               2           0.003
jazz                     7           0.009
job                     16           0.021
jogging                  2           0.003
join                     1           0.001
joint                    1           0.001
jokes                    1           0.001
jou                     33           0.043
journal                  2           0.003
journalism               8           0.010
journals                 2           0.003
judaism                  1           0.001
judgement                1           0.001
judgements               1           0.001
judgments                2           0.003
jumping                  2           0.003
junior                   1           0.001
jurisprudence            1           0.001
jury                     2           0.003
justice                 54           0.070
justification            1           0.001
juvenile                 3           0.004
juveniles                3           0.004
karate                   4           0.005
karnaugh                 1           0.001
kata                     1           0.001
keeping                  6           0.008
key                     14           0.018
keyboard                14           0.018
keyboarding             14           0.018
keypad                   1           0.001
kickboxing               1           0.001
kiln                     1           0.001
kinematics               1           0.001
kinetic                  1           0.001
kinetics                 2           0.003
kingdom                  1           0.001
kingdoms                 1           0.001
kinship                  1           0.001
kirchoffâ                1           0.001
kit                      1           0.001
kitchen                  3           0.004
knife                    1           0.001
knot                     1           0.001
know                     1           0.001
knowledge               65           0.084
knowledgeable            1           0.001
l                      178           0.230
la                       2           0.003
lab                    288           0.373
labor                    2           0.003
laboratories             1           0.001
laboratory              96           0.124
labs                     3           0.004
labview                  2           0.003
ladder                   1           0.001
lakes                    2           0.003
laminated                1           0.001
lamination               1           0.001
lan                      7           0.009
land                     4           0.005
landlord                 1           0.001
landscape               14           0.018
landscaping              2           0.003
language               104           0.135
languages                7           0.009
lans                     2           0.003
laplace                  3           0.004
large                    7           0.009
laser                   17           0.022
lasers                  11           0.014
lasing                   1           0.001
last                     4           0.005
lat                      4           0.005
late                     3           0.004
latency                  2           0.003
latest                   5           0.006
latin                    7           0.009
latitudinal              1           0.001
law                     85           0.110
lawful                   1           0.001
lawn                     1           0.001
laws                    10           0.013
lawsuit                  1           0.001
lawyers                  2           0.003
lay                      1           0.001
layerage                 1           0.001
layered                  1           0.001
layers                   3           0.004
layout                  14           0.018
layouts                  3           0.004
lc                       1           0.001
lde                      1           0.001
le                       1           0.001
lea                      2           0.003
lead                     3           0.004
leader                   2           0.003
leadership              19           0.025
leading                  1           0.001
leads                    1           0.001
lean                     1           0.001
learn                   93           0.120
learned                 42           0.054
learner                  2           0.003
learners                 2           0.003
learning               115           0.149
learns                   3           0.004
least                    3           0.004
lecture                 15           0.019
lectures                10           0.013
left                     1           0.001
legal                   63           0.082
legally                  1           0.001
length                   1           0.001
lens                     3           0.004
less                     2           0.003
lesson                   3           0.004
lessons                  7           0.009
letter                   3           0.004
letterhead               1           0.001
letterheads              1           0.001
lettering                2           0.003
letters                  7           0.009
level                   79           0.102
leveling                 1           0.001
levels                  11           0.014
lexical                  1           0.001
liabilities              2           0.003
liability               24           0.031
liberal                  2           0.003
liberties                1           0.001
library                  9           0.012
license                  2           0.003
licensed                 1           0.001
licenses                 1           0.001
lieu                     1           0.001
life                    54           0.070
lifelong                 1           0.001
lifestyle                1           0.001
lifestyles               1           0.001
light                   14           0.018
lightbiomatter           1           0.001
lighting                26           0.034
like                     2           0.003
likely                   2           0.003
limit                    1           0.001
limitations              4           0.005
limited                  9           0.012
limits                   3           0.004
lincc                    1           0.001
line                    11           0.014
linear                  25           0.032
lines                    9           0.012
linguistic               3           0.004
linguistics              1           0.001
link                     1           0.001
linkage                  1           0.001
linked                   1           0.001
linkedin                 1           0.001
links                    2           0.003
linksys                  1           0.001
linux                   14           0.018
linzer                   1           0.001
liquid                   1           0.001
lis                      4           0.005
list                     3           0.004
listed                   2           0.003
listening               13           0.017
listing                  2           0.003
lists                    3           0.004
lit                     19           0.025
literacy                 4           0.005
literal                  2           0.003
literary                 7           0.009
literature              42           0.054
litigation               3           0.004
little                   3           0.004
live                    15           0.019
lives                    2           0.003
living                   6           0.008
loading                  3           0.004
loads                    5           0.006
lob                      1           0.001
local                   13           0.017
locate                   1           0.001
located                  2           0.003
locating                 6           0.008
location                 7           0.009
locations                2           0.003
lodging                  2           0.003
loep                     1           0.001
logarithmic              4           0.005
logic                   20           0.026
logical                  4           0.005
logically                1           0.001
logistics                2           0.003
long                     8           0.010
longer                   2           0.003
look                     1           0.001
looks                    1           0.001
looping                  1           0.001
loops                    1           0.001
loss                     5           0.006
losses                   1           0.001
love                     1           0.001
low                      6           0.008
lowintermediate          1           0.001
lung                     1           0.001
lymphatic                1           0.001
m                        2           0.003
mac                    131           0.170
machine                  6           0.008
machinery                1           0.001
machines                 3           0.004
macintosh                2           0.003
macro                    4           0.005
macroeconomics           1           0.001
macros                   4           0.005
made                     7           0.009
mae                      2           0.003
magazine                15           0.019
magazines                5           0.006
magnet                   1           0.001
magnetic                16           0.021
magnetism                3           0.004
magnets                  1           0.001
mail                     3           0.004
mailable                 1           0.001
mailboxes                1           0.001
mails                    1           0.001
main                     4           0.005
mainframe                1           0.001
mainly                   1           0.001
mainstream               2           0.003
maintain                11           0.014
maintaining              2           0.003
maintains                3           0.004
maintenance             25           0.032
major                   64           0.083
majoring                 5           0.006
majority                 2           0.003
majors                  57           0.074
make                     7           0.009
makeup                   7           0.009
making                  27           0.035
mammography              1           0.001
man                     14           0.018
manage                  11           0.014
managed                  1           0.001
management             178           0.230
manager                  2           0.003
managerial               4           0.005
managers                 2           0.003
managing                13           0.017
mandated                 1           0.001
mandatory               82           0.106
manger                   1           0.001
manifestations           4           0.005
manipulate               2           0.003
manipulating             3           0.004
manipulation             8           0.010
mannequins               1           0.001
manner                   2           0.003
manpower                 1           0.001
manual                   7           0.009
manufacturing            1           0.001
many                     6           0.008
manâ                     1           0.001
map                      7           0.009
mapped                   2           0.003
mapping                  2           0.003
maps                     2           0.003
mar                      5           0.006
marine                   9           0.012
market                   5           0.006
marketing               28           0.036
markets                  7           0.009
markup                   1           0.001
marriage                 3           0.004
marzipan                 1           0.001
mas                      3           0.004
masks                    1           0.001
masonry                  1           0.001
mass                     8           0.010
massing                  1           0.001
mast                     1           0.001
master                   6           0.008
mastered                 1           0.001
mastering                3           0.004
masters                  1           0.001
mastery                  2           0.003
mat                     51           0.066
matches                  2           0.003
mate                     1           0.001
material                 8           0.010
materials               42           0.054
maternal                 1           0.001
math                    18           0.023
mathcad                  1           0.001
mathematical            15           0.019
mathematics            135           0.175
matlab                   3           0.004
matrices                 3           0.004
matrix                   3           0.004
matter                   2           0.003
maximizing               1           0.001
maximum                184           0.238
may                    266           0.344
maybe                    1           0.001
mcb                      3           0.004
mcitp                    4           0.005
mcts                     3           0.004
meal                     1           0.001
meaning                  3           0.004
meaningful               1           0.001
means                    2           0.003
measure                  1           0.001
measurement              7           0.009
measurements             5           0.006
measures                 8           0.010
measuring                2           0.003
meat                     1           0.001
meats                    1           0.001
mechanical              11           0.014
mechanics               10           0.013
mechanisms               2           0.003
media                   45           0.058
mediastinal              1           0.001
mediated                 1           0.001
medical                 65           0.084
medically                1           0.001
medicare                 1           0.001
medication               1           0.001
medications              5           0.006
medicine                 3           0.004
medieval                 4           0.005
medisoft                 2           0.003
meditation               8           0.010
mediterranean            1           0.001
medium                   6           0.008
mediums                  2           0.003
meet                    10           0.013
meeting                  1           0.001
meetings                 2           0.003
meets                    6           0.008
mega                     1           0.001
melodies                 1           0.001
melody                   1           0.001
member                   7           0.009
members                  5           0.006
memoranda                1           0.001
memorandums              2           0.003
memorization             1           0.001
memorize                 1           0.001
memory                   6           0.008
memos                    2           0.003
menopause                1           0.001
menstruation             1           0.001
mental                   8           0.010
mentally                 2           0.003
mentorships              1           0.001
menu                    10           0.013
menus                    2           0.003
merchandising            1           0.001
merge                    1           0.001
meringues                2           0.003
merit                    1           0.001
merits                   1           0.001
mesoamerican             1           0.001
message                  3           0.004
messages                 1           0.001
messaging                1           0.001
met                      3           0.004
metabolic                3           0.004
metabolism               2           0.003
metal                    2           0.003
metallic                 2           0.003
metaphorical             1           0.001
metaphysics              1           0.001
meteorology              3           0.004
method                   5           0.006
methodologies            4           0.005
methodology              3           0.004
methods                 77           0.100
mgf                      9           0.012
mgmt                    29           0.038
mhf                      5           0.006
micro                    3           0.004
microbes                 1           0.001
microbial                1           0.001
microbiology             3           0.004
microcircuit             1           0.001
microcomputer            4           0.005
microcomputers           1           0.001
microcontroller          2           0.003
microcontrollers         1           0.001
microeconomics           1           0.001
microorganisms           1           0.001
microphone               2           0.003
microprocessor           6           0.008
microprocessors          2           0.003
microsoft               45           0.058
microsoftâ               1           0.001
microstation             2           0.003
microwave                1           0.001
mid                      1           0.001
middle                   8           0.010
midi                     5           0.006
migratory                1           0.001
military                 4           0.005
min                      1           0.001
mind                     1           0.001
mineral                  1           0.001
minimal                  1           0.001
minimization             2           0.003
minimum                577           0.747
minor                    1           0.001
minuteâ                  1           0.001
misalignment             1           0.001
miscellaneous            3           0.004
missing                  2           0.003
mistakes                 1           0.001
mitigate                 1           0.001
mix                      1           0.001
mixers                   1           0.001
mixing                   7           0.009
mka                      2           0.003
mmc                      4           0.005
mna                      8           0.010
mobile                   1           0.001
mock                     2           0.003
modalities               4           0.005
mode                     1           0.001
model                   11           0.014
modeling                13           0.017
models                  11           0.014
modem                    1           0.001
moderate                 1           0.001
modern                  39           0.050
modernist                1           0.001
modernity                1           0.001
modes                    6           0.008
modification             2           0.003
modifications            2           0.003
modified                 1           0.001
modify                   6           0.008
modulation               4           0.005
modulators               1           0.001
module                   4           0.005
modules                 12           0.016
molded                   1           0.001
molds                    3           0.004
molecular                3           0.004
moment                   1           0.001
momentum                 1           0.001
monetary                 2           0.003
money                    3           0.004
monitor                  2           0.003
monitoring              16           0.021
monitors                 2           0.003
monologues               2           0.003
monopoly                 1           0.001
moral                    2           0.003
morale                   1           0.001
more                    16           0.021
morphology               5           0.006
mortarâ                  1           0.001
mortgages                1           0.001
most                    18           0.023
motel                    1           0.001
mother                   1           0.001
motion                  22           0.028
motivated                1           0.001
motivating               1           0.001
motivation               5           0.006
motivations              1           0.001
motors                   3           0.004
mountain                 1           0.001
mounting                 1           0.001
move                     1           0.001
movement                19           0.025
movements               13           0.017
movies                   1           0.001
mri                      2           0.003
ms                       6           0.008
msl                      4           0.005
mslt                     2           0.003
mtb                     16           0.021
mtg                      3           0.004
muc                      2           0.003
much                     2           0.003
mul                      4           0.005
multi                    7           0.009
multicultural            2           0.003
multimedia              10           0.013
multimodal               1           0.001
multiplanar              1           0.001
multiple               249           0.322
multiplex                1           0.001
multisensory             1           0.001
multistep                1           0.001
multitasking             1           0.001
mum                     28           0.036
mun                     12           0.016
municipal                1           0.001
muo                      1           0.001
murder                   1           0.001
mus                      8           0.010
muscle                   3           0.004
muscles                  1           0.001
muscular                 2           0.003
musculature              1           0.001
musculoskeletal          1           0.001
music                  115           0.149
musical                  7           0.009
musicality               1           0.001
musicians                1           0.001
musicianship             1           0.001
must                    46           0.060
mut                     30           0.039
mvb                      6           0.008
mvk                     12           0.016
mvs                      2           0.003
mvw                      6           0.008
myocardial               1           0.001
mythological             1           0.001
mythology                3           0.004
myths                    2           0.003
n                       10           0.013
nanobiotechnology        1           0.001
nanoelectronics          1           0.001
nanomaterials            1           0.001
nanomechanics            1           0.001
nanophotonics            1           0.001
nanoscale                2           0.003
nanoscience              1           0.001
nanotechnology           3           0.004
napoleonic               1           0.001
narcolepsy               1           0.001
narcotics                1           0.001
narrative                4           0.005
narratives               2           0.003
nation                   1           0.001
national                21           0.027
native                  27           0.035
natural                 12           0.016
nature                  16           0.021
navigation               1           0.001
nazi                     1           0.001
nbc                      1           0.001
nd                       1           0.001
necessary               37           0.048
neck                     2           0.003
need                     5           0.006
needed                  20           0.026
needing                  1           0.001
needs                   41           0.053
negative                 3           0.004
neocolonialism           1           0.001
neonatal                12           0.016
neonatology              1           0.001
neotropical              3           0.004
neotropics               1           0.001
nep                      1           0.001
nerve                    1           0.001
nervous                  4           0.005
net                      1           0.001
network                 47           0.061
networked                1           0.001
networking              21           0.027
networks                16           0.021
neurodiagnostics         1           0.001
neurologic               1           0.001
neurological             1           0.001
neurosonology            1           0.001
new                     18           0.023
newborn                  1           0.001
newly                    1           0.001
news                     8           0.010
newsletters              1           0.001
newspaper               14           0.018
newspapers               5           0.006
niche                    2           0.003
niches                   1           0.001
night                    1           0.001
nitrous                  2           0.003
no                      11           0.014
noise                    6           0.008
nomenclature             3           0.004
non                     49           0.063
noncompliance            1           0.001
nonfiction               1           0.001
nonlaboratory            1           0.001
nonlinear                1           0.001
nonsurgical              1           0.001
nontheatrical            1           0.001
nontraditional           1           0.001
nonverbal                1           0.001
nonviolence              1           0.001
nonvoiced                1           0.001
nor                     10           0.013
normal                   2           0.003
normalization            1           0.001
normally                 1           0.001
north                    2           0.003
not                     81           0.105
notable                  1           0.001
notation                 2           0.003
notations                2           0.003
note                     7           0.009
notes                    1           0.001
novelists                1           0.001
novels                   2           0.003
novice                   1           0.001
nsa                      1           0.001
nt                       1           0.001
ntfs                     1           0.001
nuclear                  5           0.006
nuclide                  1           0.001
number                  12           0.016
numbering                1           0.001
numbers                  7           0.009
numeration               1           0.001
numeric                  5           0.006
numerical                6           0.008
numerically              1           0.001
numerous                 3           0.004
nur                     23           0.030
nurse                    6           0.008
nursery                  5           0.006
nurses                   1           0.001
nursing                 29           0.038
nut                      1           0.001
nutrient                 3           0.004
nutrients                2           0.003
nutrition               16           0.021
nutritional              3           0.004
o                        2           0.003
ob                       3           0.004
object                  11           0.014
objective                6           0.008
objectives              36           0.047
objectoriented           1           0.001
objects                  8           0.010
obligations              1           0.001
oblique                  2           0.003
observation             21           0.027
observations             3           0.004
observe                  4           0.005
observed                 1           0.001
observer                 1           0.001
observing                1           0.001
obstetrical              3           0.004
obstetrics               1           0.001
obtain                   1           0.001
obtaining                4           0.005
ocb                      3           0.004
occasion                 1           0.001
occupancies              2           0.003
occupational             1           0.001
occur                    2           0.003
occurrences              1           0.001
occurs                   1           0.001
oce                      3           0.004
ocean                    6           0.008
oceania                  1           0.001
oceanography             4           0.005
oeuvres                  1           0.001
of                    3216           4.163
off                      2           0.003
offcampus                1           0.001
offenses                 1           0.001
offensive                2           0.003
offered                 10           0.013
offerings                3           0.004
offers                   2           0.003
office                 113           0.146
officer                 20           0.026
officers                10           0.013
officership              1           0.001
offices                  1           0.001
official                 2           0.003
often                    2           0.003
ohmâ                     1           0.001
oils                     1           0.001
old                      1           0.001
oligopoly                1           0.001
on                     475           0.615
once                     7           0.009
one                     68           0.088
online                   5           0.006
only                     3           0.004
onsite                   1           0.001
oop                      1           0.001
open                    29           0.038
opensource               1           0.001
opera                    2           0.003
operate                  1           0.001
operates                 1           0.001
operatic                 1           0.001
operating               28           0.036
operation               29           0.038
operational             10           0.013
operations              33           0.043
operative                1           0.001
opinions                 1           0.001
opportunities            9           0.012
opportunity             44           0.057
optical                 21           0.027
optics                  15           0.019
optimal                  1           0.001
optimization             1           0.001
optimize                 2           0.003
optimizing               2           0.003
optimum                  1           0.001
options                  4           0.005
opto                     2           0.003
optocouplers             1           0.001
optoelectronic           3           0.004
or                     869           1.125
oral                    39           0.050
orally                   1           0.001
oratory                  1           0.001
orchestral               1           0.001
orchid                   1           0.001
orchidology              1           0.001
order                    7           0.009
ordered                  1           0.001
orderly                  2           0.003
ordinary                 1           0.001
orenc                    1           0.001
organ                    3           0.004
organic                  6           0.008
organism                 1           0.001
organismal               2           0.003
organisms                4           0.005
organization            21           0.027
organizational           6           0.008
organizations            5           0.006
organize                 5           0.006
organized                2           0.003
organizing               3           0.004
organs                   2           0.003
orh                     21           0.027
orient                   1           0.001
oriental                 1           0.001
orientation              7           0.009
oriented                17           0.022
origin                   5           0.006
original                 9           0.012
origins                  2           0.003
ornamental               3           0.004
orthogonal               1           0.001
orthographic             2           0.003
orthography              1           0.001
os                       1           0.001
oscillation              2           0.003
oscillators              1           0.001
osi                      2           0.003
osseous                  1           0.001
ost                     71           0.092
other                   83           0.107
others                   5           0.006
our                      4           0.005
out                      5           0.006
outcome                 46           0.060
outcomes                 3           0.004
outdoor                  1           0.001
outline                  1           0.001
outlines                 2           0.003
outlining                1           0.001
output                   7           0.009
outputs                  1           0.001
outside                  9           0.012
over                     5           0.006
overall                 78           0.101
overarching              3           0.004
overhand                 1           0.001
overhead                 3           0.004
override                60           0.078
overview                50           0.065
own                      7           0.009
owner                    2           0.003
owners                   1           0.001
ownership                3           0.004
owning                   2           0.003
oxide                    2           0.003
oxygen                   1           0.001
p                        2           0.003
pace                     1           0.001
paced                    1           0.001
pacemaker                1           0.001
package                  5           0.006
packages                 1           0.001
packet                   1           0.001
packets                  1           0.001
pad                      2           0.003
page                     7           0.009
pages                   13           0.017
pagination               1           0.001
pain                     2           0.003
painting                 6           0.008
pairs                    1           0.001
paleontologic            1           0.001
pals                     1           0.001
paper                    3           0.004
papers                   2           0.003
paperwork                2           0.003
parabola                 1           0.001
paragraph                1           0.001
paragraphs               7           0.009
paralegal               14           0.018
paralleling              1           0.001
paramedic               35           0.045
paramedics               1           0.001
parameters               1           0.001
parametric               3           0.004
paraxial                 2           0.003
parent                   1           0.001
parental                 1           0.001
parenthood               1           0.001
parity                   1           0.001
parks                    1           0.001
parole                   1           0.001
part                    45           0.058
partial                  1           0.001
participant              5           0.006
participants             4           0.005
participate             11           0.014
participating            2           0.003
participation           10           0.013
particle                 1           0.001
particles                2           0.003
particular               8           0.010
particularly             1           0.001
partitioning             1           0.001
partners                 2           0.003
partnership              2           0.003
partnerships             2           0.003
parts                    7           0.009
pass                    18           0.023
passing                  5           0.006
passive                  1           0.001
passport                 1           0.001
past                     6           0.008
pastries                 9           0.012
pastry                  23           0.030
patents                  1           0.001
path                     3           0.004
pathogenesis             2           0.003
pathogenic               3           0.004
pathological             6           0.008
pathology                8           0.010
pathophysiology          8           0.010
paths                    1           0.001
patient                 73           0.094
patients                10           0.013
patientsâ                2           0.003
patienttechnologist      1           0.001
patrol                   7           0.009
pattern                  2           0.003
patterns                 8           0.010
pax                      1           0.001
payer                    2           0.003
payment                  1           0.001
payroll                  3           0.004
pbxs                     1           0.001
pcb                     11           0.014
pcs                      2           0.003
peace                    6           0.008
peaceful                 1           0.001
pediatric               15           0.019
pediatrics               1           0.001
peer                     2           0.003
peers                    1           0.001
pel                     11           0.014
pelvic                   1           0.001
pelvis                   1           0.001
pem                     13           0.017
pen                      1           0.001
people                   7           0.009
per                     14           0.018
percent                  2           0.003
percentages              1           0.001
percents                 1           0.001
perception               1           0.001
perform                 19           0.025
performance             87           0.113
performances             3           0.004
performed                8           0.010
performing              17           0.022
performs                 1           0.001
pericardial              1           0.001
perils                   1           0.001
perimeter                1           0.001
perinatal                2           0.003
period                   8           0.010
periodicals              2           0.003
